PV MassSpec-24.10.00
EXPORTED RUN DATA
Run Path and Name: C:\Pfeiffer Vacuum\data\005-28-2025\1%N2O-AR.isi
05/28/2025 14:15:21
SensorID:  RGA PrismaPro A 200 47505932
72 Bins
397 TimePoints

Time Relative (sec)	Time Absolute (UTC)	Time Absolute (Date_Time)	Step	Ionizer_State	Pressure_(mBar)	External_Pressure_(mBar)	Analog_1	1_amu	2_amu	3_amu	4_amu	5_amu	6_amu	7_amu	8_amu	9_amu	10_amu	11_amu	12_amu	13_amu	14_amu	15_amu	16_amu	17_amu	18_amu	19_amu	20_amu	21_amu	22_amu	23_amu	24_amu	25_amu	26_amu	27_amu	28_amu	29_amu	30_amu	31_amu	32_amu	33_amu	34_amu	35_amu	36_amu	37_amu	38_amu	39_amu	40_amu	41_amu	42_amu	43_amu	44_amu	45_amu	46_amu	47_amu	48_amu	49_amu	50_amu	Periph:_Digital_In_0	Periph:_Digital_In_1	Periph:_Digital_In_13	Periph:_Digital_In_14	Periph:_Digital_In_15	Periph:_Digital_In_16	Periph:_Digital_In_17	Periph:_Digital_Out_2	Periph:_Digital_Out_3	Periph:_Digital_Out_4	Periph:_Digital_Out_5	Periph:_Digital_Out_6	Periph:_Digital_Out_7	Periph:_Digital_Out_8	Periph:_Digital_Out_9	Periph:_Digital_Out_10	Periph:_Digital_Out_11
106.87	1748434628.281	05/28/2025_14:17:08.281	1	3	5.732231875e-05	7.637313502e-06	0.01400000043	1.190098909e-13	2.818156407e-13	9.417483069e-14	1.739528389e-13	4.999999912e-15	4.999999912e-15	1.205073096e-13	6.03074177e-14	4.999999912e-15	7.311523349e-14	1.536737995e-13	4.999999912e-15	4.999999912e-15	1.030811634e-11	1.589785297e-13	5.04883765e-12	2.093356087e-12	9.492685284e-12	4.122135359e-12	6.000197561e-10	5.837988242e-14	1.815355592e-13	4.999999912e-15	4.999999912e-15	1.876527091e-13	4.03469982e-14	4.999999912e-15	2.01944711e-11	2.640375982e-13	1.328206208e-11	4.999999912e-15	4.544298965e-12	5.88099922e-14	4.999999912e-15	5.998881811e-14	1.283936325e-11	4.999999912e-15	2.207240467e-12	9.287375556e-13	3.069036802e-09	3.489888906e-14	5.073342462e-14	1.442431786e-13	2.800170512e-11	6.674317403e-14	1.203639375e-13	1.709102017e-13	4.999999912e-15	4.999999912e-15	1.663382566e-13	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
115.889	1748434637.300	05/28/2025_14:17:17.300	1	3	5.348295599e-05	7.095468391e-06	0.0120000001	4.999999912e-15	5.925464112e-13	1.799087138e-13	4.999999912e-15	1.942876741e-14	3.086558786e-13	4.999999912e-15	4.999999912e-15	1.768342146e-13	1.513938172e-13	4.999999912e-15	4.999999912e-15	1.53815193e-13	9.511815814e-12	4.999999912e-15	4.798478021e-12	2.119081386e-12	8.69476019e-12	4.056979579e-12	5.984911455e-10	2.205464273e-13	4.999999912e-15	4.31009056e-14	1.649025426e-13	4.999999912e-15	4.999999912e-15	1.318953356e-13	1.741863077e-11	1.578077268e-14	1.341604605e-11	2.694200115e-13	3.822791042e-12	4.999999912e-15	7.962865258e-14	2.360305148e-13	1.260630402e-11	9.886629547e-15	2.347757839e-12	5.913994338e-13	2.97225311e-09	1.09640995e-13	1.950104574e-13	4.999999912e-15	2.556760012e-11	3.282339949e-13	1.154554696e-13	4.999999912e-15	4.999999912e-15	1.000351264e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
124.908	1748434646.319	05/28/2025_14:17:26.319	1	3	5.225336281e-05	7.030498637e-06	0.0120000001	2.397800654e-13	3.845688145e-13	4.999999912e-15	8.64208607e-14	1.614676139e-13	1.508581942e-14	4.999999912e-15	1.654660567e-13	3.710123571e-14	4.999999912e-15	1.085955869e-13	2.024717199e-13	4.999999912e-15	8.25917286e-12	2.29664432e-13	4.379888379e-12	1.549569826e-12	7.709775526e-12	4.024392364e-12	5.353583687e-10	4.999999912e-15	7.898149908e-14	1.075919817e-13	4.999999912e-15	4.999999912e-15	1.610852971e-13	4.999999912e-15	1.430892124e-11	1.882301823e-13	1.174009327e-11	4.999999912e-15	3.106515479e-12	1.333350341e-13	4.999999912e-15	4.999999912e-15	1.124404563e-11	9.889414591e-14	1.801918532e-12	5.259167667e-13	2.706949109e-09	4.066958223e-14	4.999999912e-15	4.999999912e-15	2.438457249e-11	4.729651051e-14	4.999999912e-15	1.31821664e-13	2.59660796e-14	4.999999912e-15	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
133.927	1748434655.338	05/28/2025_14:17:35.338	1	3	5.161724039e-05	6.984834272e-06	0.01400000043	4.999999912e-15	4.049872959e-13	2.309667214e-13	6.628120904e-14	4.999999912e-15	1.040037197e-13	1.865535721e-13	4.999999912e-15	4.999999912e-15	1.486876892e-13	4.999999912e-15	4.999999912e-15	4.83757694e-14	8.342723214e-12	4.999999912e-15	4.188659402e-12	1.680097251e-12	7.450063136e-12	3.516122506e-12	5.309654383e-10	1.243942693e-13	4.999999912e-15	4.999999912e-15	1.788593145e-13	8.033157473e-14	4.999999912e-15	4.999999912e-15	1.366932262e-11	1.048321044e-13	1.141287065e-11	1.175920933e-13	2.998361759e-12	4.999999912e-15	4.999999912e-15	1.685206879e-13	1.095120002e-11	4.999999912e-15	2.04237972e-12	7.75234911e-13	2.705571545e-09	4.999999912e-15	1.970196467e-13	1.087629945e-14	2.322326359e-11	2.34885516e-13	1.980550869e-13	4.999999912e-15	4.999999912e-15	2.25247826e-13	6.781050331e-14	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
142.946	1748434664.357	05/28/2025_14:17:44.357	1	3	5.087264435e-05	6.904983366e-06	0.01400000043	9.659819873e-14	5.768910198e-13	4.999999912e-15	4.999999912e-15	1.153320197e-13	2.736594046e-14	4.999999912e-15	4.783615181e-14	1.312143346e-13	4.999999912e-15	4.999999912e-15	1.305771219e-13	4.560592084e-14	7.612392487e-12	7.03931813e-14	4.19149741e-12	1.528253327e-12	6.878859028e-12	3.923090585e-12	5.101424283e-10	4.999999912e-15	4.999999912e-15	1.214969829e-13	4.999999912e-15	4.999999912e-15	4.999999912e-15	1.124964651e-13	1.204475495e-11	4.999999912e-15	1.142556882e-11	3.321229061e-14	2.403819982e-12	6.332021225e-14	1.658941945e-13	4.999999912e-15	1.067374574e-11	1.038304777e-13	2.03897294e-12	3.625992193e-13	2.638470109e-09	1.352924391e-13	4.999999912e-15	4.999999912e-15	2.314718556e-11	2.339476269e-13	4.999999912e-15	4.999999912e-15	1.964322124e-13	4.999999912e-15	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
151.965	1748434673.376	05/28/2025_14:17:53.376	1	3	5.073452485e-05	6.841757568e-06	0.0120000001	6.111388793e-14	2.344494499e-13	5.693023635e-15	1.969340354e-13	4.999999912e-15	4.999999912e-15	1.257105043e-13	5.991912424e-14	4.999999912e-15	3.643813766e-14	1.423415286e-13	4.999999912e-15	4.999999912e-15	7.636454837e-12	1.511667988e-13	3.843368766e-12	1.406985314e-12	6.865725002e-12	3.64975411e-12	5.083467536e-10	2.450649276e-14	1.184622875e-13	4.999999912e-15	4.999999912e-15	9.27032973e-14	3.427165778e-14	4.999999912e-15	1.179321051e-11	1.63767532e-13	1.105827582e-11	4.999999912e-15	2.623520108e-12	4.999999912e-15	4.999999912e-15	1.12376986e-13	1.114676667e-11	4.999999912e-15	1.909739944e-12	6.519935958e-13	2.672297272e-09	4.999999912e-15	4.999999912e-15	1.797613572e-13	2.303236421e-11	5.701984566e-14	1.361925167e-13	7.855734563e-14	4.999999912e-15	4.999999912e-15	1.524411971e-13	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
160.984	1748434682.395	05/28/2025_14:18:02.395	1	3	5.081213749e-05	6.823423064e-06	0.0120000001	5.059808909e-15	4.891121687e-13	1.497370614e-13	4.999999912e-15	1.619495147e-14	1.647751217e-13	4.999999912e-15	4.999999912e-15	6.705980172e-14	9.262763354e-14	4.999999912e-15	2.537069675e-14	1.535602971e-13	7.602592167e-12	4.999999912e-15	4.096263259e-12	1.518994023e-12	6.553228012e-12	3.548330683e-12	5.05170461e-10	1.68640194e-14	4.999999912e-15	4.999999912e-15	1.767386286e-13	4.999999912e-15	4.999999912e-15	1.30270496e-13	1.167361346e-11	4.999999912e-15	1.106200635e-11	2.109246615e-13	2.43239478e-12	4.999999912e-15	8.437582501e-14	7.606030606e-14	1.063915796e-11	4.999999912e-15	2.019820509e-12	5.325695397e-13	2.628296913e-09	6.655005052e-14	1.305572268e-13	4.999999912e-15	2.322166938e-11	2.804436371e-13	4.650996249e-14	1.359834825e-14	1.058814765e-13	1.11170269e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
170.003	1748434691.414	05/28/2025_14:18:11.414	1	3	5.089287879e-05	6.836508874e-06	0.0120000001	2.438740941e-13	2.69521547e-13	4.999999912e-15	7.974614621e-14	1.258797347e-13	4.999999912e-15	4.999999912e-15	1.352785071e-13	4.999999912e-15	4.999999912e-15	6.419834824e-14	1.517980484e-13	4.999999912e-15	7.238642411e-12	1.709938208e-13	4.177895443e-12	1.201082636e-12	6.511577302e-12	3.735468098e-12	5.007430581e-10	4.999999912e-15	7.39157135e-14	1.556372896e-14	4.999999912e-15	4.999999912e-15	1.651156019e-13	4.999999912e-15	1.103035979e-11	2.064064658e-13	1.131584323e-11	4.999999912e-15	2.262617611e-12	1.349121281e-13	5.989729112e-15	4.999999912e-15	1.077307254e-11	1.249876667e-13	1.776080151e-12	4.469193028e-13	2.628757434e-09	2.830621479e-13	4.999999912e-15	4.999999912e-15	2.32727327e-11	7.742035637e-14	4.999999912e-15	4.082888541e-14	4.753546189e-14	4.999999912e-15	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
179.022	1748434700.433	05/28/2025_14:18:20.433	1	3	5.074510409e-05	6.902330369e-06	0.0120000001	4.999999912e-15	3.894533892e-13	1.914102557e-13	1.224965767e-13	4.999999912e-15	5.992310191e-14	2.930762187e-13	4.999999912e-15	4.999999912e-15	7.398939182e-14	1.195176499e-13	4.999999912e-15	4.999999912e-15	7.534044569e-12	3.62828257e-14	3.760201352e-12	1.440044264e-12	6.682548612e-12	3.47984727e-12	5.02537123e-10	2.019241436e-13	6.413862226e-15	4.999999912e-15	1.000032644e-13	5.535115687e-14	4.999999912e-15	4.999999912e-15	1.099401646e-11	4.124086868e-13	1.055058731e-11	2.071910352e-14	2.343536606e-12	4.999999912e-15	4.999999912e-15	1.355751991e-13	1.062214466e-11	4.999999912e-15	1.793150914e-12	6.314318643e-13	2.601667326e-09	4.999999912e-15	5.492105387e-14	7.547089987e-14	2.295002903e-11	1.40959591e-13	1.635484825e-13	4.999999912e-15	4.999999912e-15	3.386144311e-14	1.885746875e-13	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
188.041	1748434709.452	05/28/2025_14:18:29.452	1	3	5.06436736e-05	6.870664947e-06	0.0120000001	5.21890338e-14	7.569212184e-13	2.211298093e-14	4.999999912e-15	5.266694334e-14	1.343724936e-13	4.999999912e-15	4.999999912e-15	2.239634259e-13	4.259910973e-14	4.999999912e-15	6.791205239e-14	1.546674301e-13	7.305423627e-12	1.245754666e-13	3.866495232e-12	1.465827243e-12	6.358028687e-12	3.615054003e-12	4.968090384e-10	4.999999912e-15	4.999999912e-15	9.142491451e-14	1.169608708e-13	4.999999912e-15	3.871217041e-14	1.888853386e-13	1.053190868e-11	4.999999912e-15	1.102391095e-11	1.644644707e-13	1.975447366e-12	4.999999912e-15	1.470528614e-13	5.676097884e-14	1.061233913e-11	1.911812993e-14	2.087945702e-12	4.66356012e-13	2.620432982e-09	1.376381512e-13	1.103180047e-13	4.999999912e-15	2.28435118e-11	2.902486194e-13	4.999999912e-15	4.999999912e-15	1.172316909e-13	1.431181291e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
197.06	1748434718.471	05/28/2025_14:18:38.471	1	3	5.041584882e-05	6.852252227e-06	0.0120000001	1.991383675e-13	2.904815874e-13	4.999999912e-15	6.193229116e-14	1.386676418e-13	4.999999912e-15	4.999999912e-15	1.85868546e-13	4.999999912e-15	4.999999912e-15	7.215943473e-14	1.843552166e-13	4.999999912e-15	7.287751132e-12	2.690396734e-13	3.815193821e-12	1.168979518e-12	6.465709478e-12	3.621786681e-12	4.937943943e-10	4.999999912e-15	1.522241805e-13	5.995695612e-14	4.999999912e-15	5.755150452e-14	1.70113679e-13	4.999999912e-15	1.009379212e-11	1.678516267e-13	1.082054151e-11	4.999999912e-15	2.044323044e-12	1.818063929e-13	4.999999912e-15	4.999999912e-15	1.045143919e-11	5.475973136e-15	1.716401869e-12	3.99650663e-13	2.546377331e-09	4.350116594e-14	4.999999912e-15	4.999999912e-15	2.230650213e-11	3.728840289e-14	4.999999912e-15	1.058356893e-13	4.999999912e-15	4.999999912e-15	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
206.079	1748434727.490	05/28/2025_14:18:47.490	1	3	5.044012505e-05	6.95278186e-06	0.01000000071	4.999999912e-15	3.198089309e-13	1.66035561e-13	2.136666224e-13	4.999999912e-15	4.999999912e-15	9.517842244e-14	4.999999912e-15	4.999999912e-15	8.549291917e-14	1.129405136e-13	4.999999912e-15	4.999999912e-15	7.35741329e-12	4.999999912e-15	3.714228577e-12	1.419209693e-12	6.437401827e-12	3.406841649e-12	4.93477148e-10	1.136892094e-13	4.999999912e-15	4.999999912e-15	3.330588436e-14	9.014451241e-14	4.999999912e-15	4.999999912e-15	1.01731722e-11	5.98454527e-14	1.088022901e-11	5.079713505e-14	2.126506653e-12	4.999999912e-15	4.999999912e-15	1.27468755e-13	1.056694836e-11	4.999999912e-15	1.844464251e-12	6.55520126e-13	2.557533074e-09	4.999999912e-15	6.747597273e-14	8.122365627e-14	2.202129104e-11	1.229286855e-13	1.576085725e-13	4.999999912e-15	4.999999912e-15	2.25371276e-14	8.159003529e-14	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
215.098	1748434736.509	05/28/2025_14:18:56.509	1	3	5.040189353e-05	6.936815225e-06	0.0120000001	4.999999912e-15	6.020766025e-13	4.999999912e-15	4.999999912e-15	1.030339686e-13	1.099794897e-13	4.999999912e-15	4.609974783e-14	1.508402371e-13	4.999999912e-15	4.999999912e-15	5.253551771e-14	1.694147481e-13	6.89772111e-12	4.999999912e-15	3.757337757e-12	1.402070951e-12	6.141661398e-12	3.513750705e-12	4.893498384e-10	4.999999912e-15	4.999999912e-15	8.742246022e-14	9.605658554e-14	4.999999912e-15	4.999999912e-15	1.809322278e-13	9.842082878e-12	4.999999912e-15	1.092979093e-11	1.527996479e-13	1.817114167e-12	4.999999912e-15	1.477816621e-13	2.993068169e-14	1.044999243e-11	7.703602025e-14	1.971237843e-12	3.461752369e-13	2.570668567e-09	5.336387528e-14	4.999999912e-15	4.999999912e-15	2.223339915e-11	6.271346289e-13	4.999999912e-15	4.999999912e-15	1.149656271e-13	1.17657823e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
