PV MassSpec-24.10.00
EXPORTED RUN DATA
Run Path and Name: C:\Pfeiffer Vacuum\data\005-16-2025\5%methaneinar.isi
05/16/2025 11:22:37
SensorID:  RGA PrismaPro A 200 47505932
72 Bins
284 TimePoints

Time Relative (sec)	Time Absolute (UTC)	Time Absolute (Date_Time)	Step	Ionizer_State	Pressure_(mBar)	External_Pressure_(mBar)	Analog_1	1_amu	2_amu	3_amu	4_amu	5_amu	6_amu	7_amu	8_amu	9_amu	10_amu	11_amu	12_amu	13_amu	14_amu	15_amu	16_amu	17_amu	18_amu	19_amu	20_amu	21_amu	22_amu	23_amu	24_amu	25_amu	26_amu	27_amu	28_amu	29_amu	30_amu	31_amu	32_amu	33_amu	34_amu	35_amu	36_amu	37_amu	38_amu	39_amu	40_amu	41_amu	42_amu	43_amu	44_amu	45_amu	46_amu	47_amu	48_amu	49_amu	50_amu	Periph:_Digital_In_0	Periph:_Digital_In_1	Periph:_Digital_In_13	Periph:_Digital_In_14	Periph:_Digital_In_15	Periph:_Digital_In_16	Periph:_Digital_In_17	Periph:_Digital_Out_2	Periph:_Digital_Out_3	Periph:_Digital_Out_4	Periph:_Digital_Out_5	Periph:_Digital_Out_6	Periph:_Digital_Out_7	Periph:_Digital_Out_8	Periph:_Digital_Out_9	Periph:_Digital_Out_10	Periph:_Digital_Out_11
106.676	1747387464.406	05/16/2025_11:24:24.406	1	3	4.214043292e-05	6.870664947e-06	0.0120000001	1.532675896e-13	1.196332703e-11	4.999999912e-15	6.671928092e-14	2.114762087e-13	4.999999912e-15	4.999999912e-15	3.084466412e-14	1.536976926e-13	4.999999912e-15	4.999999912e-15	8.689194329e-12	2.641647838e-11	5.765377065e-11	2.885229555e-10	3.52166879e-10	5.206011837e-12	8.491740297e-12	4.390932062e-12	8.10214007e-10	4.999999912e-15	4.999999912e-15	1.576005494e-13	4.999999912e-15	4.999999912e-15	1.03023994e-13	1.137768265e-13	4.292759898e-11	2.66833349e-13	4.862706375e-13	4.999999912e-15	5.585467418e-12	7.419050454e-14	1.445697267e-13	4.999999912e-15	1.745822931e-11	9.333849069e-14	3.137790158e-12	6.560537703e-13	4.30064695e-09	1.6615504e-13	4.999999912e-15	4.999999912e-15	3.538117336e-13	1.045692124e-13	4.999999912e-15	3.532541826e-13	1.547490977e-13	4.999999912e-15	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
115.695	1747387473.425	05/16/2025_11:24:33.425	1	3	4.177377559e-05	6.826030585e-06	0.0120000001	1.159930848e-13	1.171947088e-11	2.223425301e-13	2.462535926e-13	4.999999912e-15	4.999999912e-15	1.634329743e-13	1.894685309e-14	4.999999912e-15	4.999999912e-15	2.639041871e-13	8.72631481e-12	2.598759402e-11	5.708720996e-11	2.893697781e-10	3.518492997e-10	5.224190438e-12	8.654054903e-12	4.209792671e-12	8.104776295e-10	4.301725263e-14	7.707585113e-14	4.999999912e-15	4.999999912e-15	1.605974332e-13	4.999999912e-15	4.999999912e-15	4.205357243e-11	4.336713822e-13	2.061894085e-13	4.999999912e-15	5.423460292e-12	5.534716565e-14	4.999999912e-15	3.809483924e-14	1.742425128e-11	4.999999912e-15	3.010876921e-12	9.283173188e-13	4.3172248e-09	4.999999912e-15	4.999999912e-15	1.302346225e-13	1.064350295e-13	4.999999912e-15	4.999999912e-15	1.265707103e-13	4.999999912e-15	4.999999912e-15	7.612003204e-14	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
124.714	1747387482.444	05/16/2025_11:24:42.444	1	3	4.167298539e-05	6.831264272e-06	0.01400000043	4.999999912e-15	1.180380706e-11	3.28980712e-13	4.999999912e-15	4.999999912e-15	1.525706373e-13	2.223044746e-14	4.999999912e-15	3.596222034e-14	1.206626216e-13	4.999999912e-15	8.549204747e-12	2.594222927e-11	5.584214341e-11	2.83375462e-10	3.437096441e-10	5.257263808e-12	8.03966442e-12	4.171929295e-12	7.974557681e-10	5.006035869e-14	4.999999912e-15	4.999999912e-15	7.918059248e-14	4.999999912e-15	4.999999912e-15	6.783837408e-14	4.062312292e-11	9.472839044e-14	2.497283793e-13	1.850999009e-13	4.915579228e-12	4.999999912e-15	4.999999912e-15	1.721646643e-13	1.703692916e-11	4.999999912e-15	3.214863922e-12	8.973829709e-13	4.245088725e-09	4.999999912e-15	1.756055425e-13	4.999999912e-15	3.964205673e-14	4.512761692e-13	7.526179793e-14	4.999999912e-15	4.999999912e-15	7.25218022e-14	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
133.733	1747387491.463	05/16/2025_11:24:51.463	1	3	4.160386015e-05	6.797319202e-06	0.01400000043	2.242780343e-13	1.183031971e-11	3.832583529e-14	6.290600636e-14	2.762739039e-13	3.061566707e-14	4.999999912e-15	1.347189369e-13	1.848350845e-13	4.999999912e-15	4.999999912e-15	8.446318298e-12	2.579938867e-11	5.566818881e-11	2.82095014e-10	3.429913575e-10	5.03318047e-12	7.988693908e-12	4.372351439e-12	7.928894208e-10	4.999999912e-15	4.999999912e-15	1.886264582e-13	4.999999912e-15	4.999999912e-15	1.289203932e-13	1.458997311e-14	3.918381938e-11	3.170072169e-13	4.053237238e-13	4.999999912e-15	4.709592091e-12	8.993940846e-14	1.727441161e-13	4.999999912e-15	1.709453759e-11	2.962343641e-13	3.229206832e-12	7.308874643e-13	4.239612217e-09	1.647790655e-13	4.999999912e-15	4.999999912e-15	2.058468955e-13	6.687258711e-14	4.999999912e-15	3.252727813e-14	1.573556281e-13	4.999999912e-15	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
142.752	1747387500.482	05/16/2025_11:25:00.482	1	3	4.145093408e-05	6.826030585e-06	0.0120000001	6.139065764e-14	1.127473982e-11	2.752842713e-13	2.058130413e-13	4.999999912e-15	4.999999912e-15	1.057878828e-13	1.012e-13	4.999999912e-15	4.999999912e-15	6.984953523e-14	8.354767399e-12	2.556535712e-11	5.565066463e-11	2.803274279e-10	3.413214433e-10	4.960665125e-12	8.14502979e-12	4.035013643e-12	7.892501652e-10	6.631305748e-14	1.589466406e-13	4.999999912e-15	4.999999912e-15	1.210807848e-13	6.145020744e-15	4.999999912e-15	3.819309105e-11	4.287231106e-13	3.207965848e-13	4.999999912e-15	4.739458825e-12	7.972621044e-14	4.999999912e-15	4.999999912e-15	1.724260491e-11	4.999999912e-15	2.966007648e-12	7.683850301e-13	4.221618166e-09	4.999999912e-15	4.999999912e-15	1.033187072e-13	8.587523596e-14	4.999999912e-15	4.999999912e-15	7.904121151e-14	4.999999912e-15	4.999999912e-15	8.877452809e-14	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
151.771	1747387509.501	05/16/2025_11:25:09.501	1	3	4.122653627e-05	6.831264272e-06	0.01600000076	4.999999912e-15	1.166173321e-11	2.42279043e-13	4.999999912e-15	4.999999912e-15	1.352127774e-13	1.004692003e-13	4.999999912e-15	4.999999912e-15	1.498366047e-13	4.999999912e-15	8.199179183e-12	2.549991815e-11	5.544669932e-11	2.795988441e-10	3.411350646e-10	5.251056968e-12	7.847457927e-12	4.242441034e-12	7.870556429e-10	6.177494632e-14	4.999999912e-15	4.999999912e-15	1.783674391e-13	4.999999912e-15	4.999999912e-15	4.264289795e-14	3.689405031e-11	7.929807933e-14	2.018165637e-13	8.981196727e-14	4.287444098e-12	4.999999912e-15	1.688390096e-14	1.880051833e-13	1.689662125e-11	4.999999912e-15	3.273380915e-12	8.593956709e-13	4.203274617e-09	1.646972218e-14	1.231377467e-13	4.999999912e-15	3.931350281e-14	8.17991169e-14	1.077651897e-13	4.999999912e-15	4.999999912e-15	1.331577806e-13	6.385957572e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
160.79	1747387518.520	05/16/2025_11:25:18.520	1	3	4.119868026e-05	6.84962788e-06	0.01400000043	2.331371316e-13	1.171468565e-11	4.999999912e-15	4.438127383e-14	2.216356168e-13	1.236173436e-14	4.999999912e-15	1.883098441e-13	1.421284287e-13	4.999999912e-15	4.999999912e-15	8.678820683e-12	2.543645503e-11	5.396367728e-11	2.77366824e-10	3.37689765e-10	4.896295175e-12	7.668914115e-12	4.268425457e-12	7.813596437e-10	4.999999912e-15	6.343368756e-14	1.131356293e-13	4.999999912e-15	4.999999912e-15	1.798987391e-13	9.65205292e-14	3.54999953e-11	2.235472278e-13	4.130359249e-13	4.999999912e-15	3.9356296e-12	1.257204112e-13	1.466047878e-13	4.999999912e-15	1.68537094e-11	4.63406711e-14	2.976844249e-12	6.136757227e-13	4.157476585e-09	1.473694214e-13	4.999999912e-15	4.999999912e-15	2.712897723e-13	7.550844715e-15	4.999999912e-15	2.854673149e-14	2.408314162e-13	4.999999912e-15	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
169.809	1747387527.539	05/16/2025_11:25:27.539	1	3	4.117800199e-05	6.873290204e-06	0.0120000001	2.154941942e-14	1.137267797e-11	2.089672023e-13	1.068551782e-13	4.999999912e-15	4.999999912e-15	1.868084138e-13	4.999999912e-15	4.999999912e-15	3.231818974e-14	3.776627855e-14	8.10730736e-12	2.534697105e-11	5.47784075e-11	2.776507635e-10	3.345629052e-10	4.905992279e-12	7.717784745e-12	4.07616085e-12	7.706444372e-10	6.945127389e-14	1.166043987e-13	4.999999912e-15	4.999999912e-15	1.4470513e-13	4.999999912e-15	4.999999912e-15	3.441902319e-11	2.806526983e-13	6.803350336e-14	4.999999912e-15	4.10442123e-12	4.999999912e-15	4.999999912e-15	1.283767743e-13	1.685204754e-11	4.999999912e-15	2.973590124e-12	9.154039289e-13	4.15258139e-09	4.999999912e-15	1.438087794e-14	5.822053858e-14	2.462394573e-14	4.999999912e-15	9.732897133e-14	1.468356009e-14	4.999999912e-15	4.999999912e-15	1.277714371e-13	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
178.828	1747387536.558	05/16/2025_11:25:36.558	1	3	4.117488061e-05	6.833889984e-06	0.0120000001	4.999999912e-15	1.150177436e-11	1.782519851e-13	4.999999912e-15	1.59718972e-14	1.770412565e-13	4.999999912e-15	4.999999912e-15	1.535124973e-13	7.392563395e-14	4.999999912e-15	8.059563433e-12	2.51730442e-11	5.364891517e-11	2.744676986e-10	3.339856169e-10	5.053169255e-12	7.135441543e-12	3.953832053e-12	7.676974056e-10	4.999999912e-15	4.999999912e-15	8.330846863e-14	7.488143948e-14	4.999999912e-15	4.999999912e-15	1.238824717e-13	3.382027297e-11	8.322882043e-14	2.630957518e-13	8.733880047e-14	3.569931894e-12	4.999999912e-15	1.090515346e-13	4.744980992e-14	1.643215772e-11	4.999999912e-15	3.150284937e-12	6.855145249e-13	4.126564424e-09	1.04176921e-13	5.292976073e-14	4.999999912e-15	1.400196826e-13	3.469040376e-13	4.999999912e-15	4.999999912e-15	2.189790233e-14	1.443367317e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
187.847	1747387545.577	05/16/2025_11:25:45.577	1	3	4.114881813e-05	6.857506378e-06	0.0120000001	2.384139977e-13	1.127842784e-11	6.997264638e-15	1.051108324e-13	1.112120582e-13	4.999999912e-15	4.999999912e-15	1.539844099e-13	4.999999912e-15	1.305990093e-13	5.539295287e-14	8.378956383e-12	2.515285376e-11	5.428764036e-11	2.767203133e-10	3.352320088e-10	4.682022998e-12	7.160318345e-12	4.079482845e-12	7.759361487e-10	4.999999912e-15	4.999999912e-15	1.435698484e-14	4.999999912e-15	4.999999912e-15	1.174088767e-13	4.999999912e-15	3.31702027e-11	2.507757457e-13	3.327202608e-13	4.999999912e-15	3.441194595e-12	8.709388598e-14	4.999999912e-15	4.999999912e-15	1.652767159e-11	1.318256214e-13	2.894537041e-12	6.233014864e-13	4.149927069e-09	4.999999912e-15	4.999999912e-15	4.999999912e-15	2.766621838e-13	4.999999912e-15	4.999999912e-15	4.999999912e-15	7.556046853e-14	4.999999912e-15	5.043869104e-14	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
196.866	1747387554.596	05/16/2025_11:25:54.596	1	3	4.095296754e-05	6.852252227e-06	0.01400000043	4.999999912e-15	1.110027261e-11	2.326871063e-13	1.442272137e-13	4.999999912e-15	4.999999912e-15	1.33394733e-13	4.999999912e-15	4.999999912e-15	8.549289206e-14	5.329814552e-14	8.05857811e-12	2.527370847e-11	5.396229991e-11	2.72586842e-10	3.300977547e-10	4.860480508e-12	7.310292996e-12	3.935753199e-12	7.63051955e-10	7.133102973e-14	4.518972273e-14	4.999999912e-15	2.948262836e-14	1.521763672e-13	4.999999912e-15	4.999999912e-15	3.297659021e-11	2.582071655e-13	8.045899559e-14	4.999999912e-15	3.404914154e-12	4.999999912e-15	4.999999912e-15	7.271695182e-14	1.681857778e-11	4.999999912e-15	2.7831138e-12	9.446357542e-13	4.109963481e-09	4.999999912e-15	4.999999912e-15	1.27468755e-13	4.999999912e-15	4.999999912e-15	8.378837717e-14	1.340915497e-14	4.999999912e-15	4.999999912e-15	8.82010258e-14	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
205.885	1747387563.615	05/16/2025_11:26:03.615	1	3	4.084992179e-05	6.934149951e-06	0.01400000043	7.150611483e-15	1.118097628e-11	2.15054496e-13	4.999999912e-15	5.573745133e-14	1.641418799e-13	4.999999912e-15	4.999999912e-15	1.262918942e-13	4.999999912e-15	4.999999912e-15	8.209055831e-12	2.509016259e-11	5.291035318e-11	2.720985659e-10	3.291785455e-10	4.706008153e-12	6.947518082e-12	3.886611085e-12	7.63759167e-10	4.999999912e-15	4.999999912e-15	5.358688211e-14	7.083918142e-14	4.999999912e-15	4.999999912e-15	1.51206589e-13	3.142243757e-11	2.433920036e-14	2.974927704e-13	1.413936649e-13	2.784406169e-12	4.999999912e-15	1.327435747e-13	4.999999912e-15	1.637282324e-11	2.290550562e-14	3.104410392e-12	5.936654163e-13	4.130679354e-09	1.184861671e-13	2.006992391e-14	4.999999912e-15	1.102502963e-13	1.236793735e-13	4.999999912e-15	4.999999912e-15	6.27466964e-14	9.444546111e-15	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
214.904	1747387572.634	05/16/2025_11:26:12.634	1	3	4.078358688e-05	6.836508874e-06	0.0120000001	1.461925741e-13	1.115495196e-11	4.999999912e-15	2.108688658e-13	8.836629887e-14	4.999999912e-15	4.446291425e-14	1.207840929e-13	4.999999912e-15	4.999999912e-15	1.073549886e-13	8.263955492e-12	2.465208766e-11	5.236564307e-11	2.717738812e-10	3.277710603e-10	4.539398805e-12	6.921030155e-12	4.220239175e-12	7.583224604e-10	4.999999912e-15	9.239661716e-14	4.357083271e-14	4.999999912e-15	1.247523677e-14	1.704063594e-13	4.999999912e-15	3.041620775e-11	3.73085189e-13	2.910291908e-13	4.999999912e-15	2.919099207e-12	1.446155478e-13	4.999999912e-15	4.999999912e-15	1.630039333e-11	4.99747406e-14	2.682298177e-12	7.377573487e-13	4.082308713e-09	4.999999912e-15	4.999999912e-15	4.999999912e-15	1.955918608e-13	4.999999912e-15	4.999999912e-15	1.325086416e-13	4.999999912e-15	4.999999912e-15	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
