PV MassSpec-24.10.00
EXPORTED RUN DATA
Run Path and Name: C:\Pfeiffer Vacuum\data\005-15-2025\1%oxygeninar.isi
05/15/2025 14:29:43
SensorID:  RGA PrismaPro A 200 47505932
72 Bins
291 TimePoints

Time Relative (sec)	Time Absolute (UTC)	Time Absolute (Date_Time)	Step	Ionizer_State	Pressure_(mBar)	External_Pressure_(mBar)	Analog_1	1_amu	2_amu	3_amu	4_amu	5_amu	6_amu	7_amu	8_amu	9_amu	10_amu	11_amu	12_amu	13_amu	14_amu	15_amu	16_amu	17_amu	18_amu	19_amu	20_amu	21_amu	22_amu	23_amu	24_amu	25_amu	26_amu	27_amu	28_amu	29_amu	30_amu	31_amu	32_amu	33_amu	34_amu	35_amu	36_amu	37_amu	38_amu	39_amu	40_amu	41_amu	42_amu	43_amu	44_amu	45_amu	46_amu	47_amu	48_amu	49_amu	50_amu	Periph:_Digital_In_0	Periph:_Digital_In_1	Periph:_Digital_In_13	Periph:_Digital_In_14	Periph:_Digital_In_15	Periph:_Digital_In_16	Periph:_Digital_In_17	Periph:_Digital_Out_2	Periph:_Digital_Out_3	Periph:_Digital_Out_4	Periph:_Digital_Out_5	Periph:_Digital_Out_6	Periph:_Digital_Out_7	Periph:_Digital_Out_8	Periph:_Digital_Out_9	Periph:_Digital_Out_10	Periph:_Digital_Out_11
99.787	1747312283.645	05/15/2025_14:31:23.645	1	3	3.865603503e-05	6.899686468e-06	0.0120000001	4.999999912e-15	1.154208239e-12	1.864699259e-13	8.418983826e-13	4.999999912e-15	7.79380629e-14	6.205576146e-14	4.999999912e-15	4.999999912e-15	1.142427895e-13	4.999999912e-15	4.999999912e-15	6.699407197e-14	6.429313462e-13	4.999999912e-15	1.248493062e-11	9.96388627e-13	5.804239468e-12	5.259620864e-12	7.761901677e-10	1.29663153e-13	4.999999912e-15	4.999999912e-15	8.000897037e-14	1.071298811e-14	4.999999912e-15	4.999999912e-15	4.591862914e-12	4.999999912e-15	4.999999912e-15	1.721965398e-13	5.522993521e-11	4.999999912e-15	1.292011745e-13	1.148640644e-13	1.721222297e-11	4.999999912e-15	3.054479196e-12	9.983320594e-13	4.392350483e-09	4.999999912e-15	6.613386596e-14	4.787794781e-14	4.999999912e-15	4.999999912e-15	2.352319728e-13	4.999999912e-15	4.999999912e-15	4.999999912e-15	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
108.806	1747312292.664	05/15/2025_14:31:32.664	1	3	3.855595423e-05	6.886486972e-06	0.01600000076	4.999999912e-15	1.417648442e-12	1.083207824e-13	7.559912982e-13	7.058234748e-14	2.12232887e-13	4.999999912e-15	4.999999912e-15	1.65382424e-13	5.919230221e-14	4.999999912e-15	3.448471706e-14	1.633274543e-13	6.254599703e-13	4.999999912e-15	1.285451173e-11	1.088962579e-12	5.877028465e-12	5.240939627e-12	7.736181695e-10	1.581461335e-14	4.999999912e-15	1.230242714e-13	1.025381494e-13	4.999999912e-15	4.999999912e-15	1.575129594e-13	4.488432629e-12	4.999999912e-15	1.342549796e-13	1.460432795e-13	5.505812473e-11	4.999999912e-15	3.258305084e-13	1.32072562e-13	1.665679226e-11	4.999999912e-15	3.270463978e-12	8.72328956e-13	4.401899734e-09	2.730022426e-14	1.843870786e-13	4.999999912e-15	1.516148318e-14	1.770273788e-13	3.029508204e-14	4.999999912e-15	4.999999912e-15	9.729712966e-14	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
117.825	1747312301.683	05/15/2025_14:31:41.683	1	3	3.858151831e-05	6.881195986e-06	0.01600000076	2.256062362e-13	1.203316852e-12	4.999999912e-15	8.346303249e-13	1.664736328e-13	4.999999912e-15	4.999999912e-15	9.198445093e-14	1.11913022e-13	4.999999912e-15	4.999999912e-15	6.389964377e-14	4.362061791e-14	3.800964263e-13	7.651630116e-14	1.303894406e-11	7.165723093e-13	5.973317761e-12	5.380080062e-12	7.721451811e-10	4.999999912e-15	4.824036271e-14	2.085450682e-13	4.999999912e-15	4.999999912e-15	1.161663539e-13	1.476761421e-13	4.378235188e-12	4.999999912e-15	2.781118706e-13	4.999999912e-15	5.525627178e-11	5.803737617e-14	4.023508143e-13	4.999999912e-15	1.695090249e-11	7.240633467e-14	3.478646624e-12	7.060584214e-13	4.391543573e-09	1.233030334e-13	4.999999912e-15	4.999999912e-15	3.749509926e-13	1.320327582e-13	4.999999912e-15	4.999999912e-15	1.396314162e-13	3.079689146e-14	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
126.844	1747312310.702	05/15/2025_14:31:50.702	1	3	3.871964509e-05	6.942141226e-06	0.01400000043	1.497191314e-13	1.053816756e-12	4.999999912e-15	1.00140664e-12	4.999999912e-15	4.999999912e-15	4.999999912e-15	1.615233826e-13	4.999999912e-15	4.999999912e-15	7.519809428e-14	2.234277758e-13	4.999999912e-15	5.42252983e-13	2.195089542e-13	1.248983729e-11	7.624389943e-13	6.038842603e-12	5.455068255e-12	7.735819763e-10	4.999999912e-15	1.334704374e-13	4.999999912e-15	4.999999912e-15	4.999999912e-15	1.302525525e-13	4.999999912e-15	4.224307536e-12	1.383131619e-13	2.11241235e-13	4.999999912e-15	5.537756712e-11	1.650120741e-13	9.433016976e-14	4.999999912e-15	1.693530906e-11	1.184324177e-13	2.968950606e-12	7.130079404e-13	4.378481577e-09	2.124280027e-14	4.999999912e-15	4.999999912e-15	2.619149472e-13	4.999999912e-15	4.999999912e-15	4.999999912e-15	1.269391222e-13	4.999999912e-15	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
135.863	1747312319.721	05/15/2025_14:31:59.721	1	3	3.86454376e-05	6.966115961e-06	0.01400000043	4.999999912e-15	1.017800753e-12	1.391754279e-13	8.800530834e-13	4.999999912e-15	4.999999912e-15	1.954246227e-13	4.999999912e-15	4.999999912e-15	6.032136325e-14	9.057266384e-14	4.999999912e-15	4.999999912e-15	6.61157381e-13	1.874376847e-14	1.24226289e-11	8.959194064e-13	6.097133649e-12	5.193799817e-12	7.795981638e-10	4.999999912e-15	2.372989229e-14	4.999999912e-15	4.999999912e-15	4.803926354e-14	1.106546224e-14	4.999999912e-15	4.43672139e-12	1.70255059e-13	1.127254486e-14	4.999999912e-15	5.529355793e-11	4.999999912e-15	3.945292443e-14	4.999999912e-15	1.725139649e-11	4.999999912e-15	2.917880564e-12	8.812159986e-13	4.389371089e-09	4.999999912e-15	4.999999912e-15	4.999999912e-15	8.364306697e-14	4.999999912e-15	4.999999912e-15	1.232293889e-13	4.999999912e-15	4.999999912e-15	5.544676317e-14	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
144.882	1747312328.740	05/15/2025_14:32:08.740	1	3	3.859028948e-05	6.990188922e-06	0.01400000043	4.999999912e-15	1.21271374e-12	1.833734987e-13	7.838112754e-13	4.999999912e-15	4.682057964e-14	8.188276988e-14	4.999999912e-15	4.999999912e-15	1.287809919e-13	4.999999912e-15	4.999999912e-15	3.848915002e-14	6.914804016e-13	4.999999912e-15	1.257963005e-11	1.005877131e-12	5.832732734e-12	5.03269041e-12	7.728824802e-10	1.950662125e-13	4.999999912e-15	4.999999912e-15	5.4403327e-14	2.611145078e-14	4.999999912e-15	4.999999912e-15	4.469545394e-12	2.392900602e-14	4.999999912e-15	4.999999912e-15	5.474578429e-11	4.999999912e-15	9.935808957e-14	1.23778971e-13	1.734966164e-11	4.999999912e-15	3.048882327e-12	9.120328191e-13	4.374241414e-09	4.999999912e-15	3.997064452e-14	5.038894649e-14	4.999999912e-15	4.999999912e-15	1.152085697e-13	4.999999912e-15	4.999999912e-15	2.26113968e-13	3.713507637e-14	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
153.901	1747312337.759	05/15/2025_14:32:17.759	1	3	3.856929106e-05	6.939473678e-06	0.0120000001	4.999999912e-15	1.325859127e-12	4.603404517e-14	7.308535829e-13	1.635624009e-14	1.702570783e-13	4.999999912e-15	4.999999912e-15	1.437971378e-13	7.638090464e-14	4.999999912e-15	4.561985284e-14	1.907113112e-13	6.070766719e-13	4.999999912e-15	1.283190741e-11	1.015843334e-12	5.717138134e-12	5.245892696e-12	7.720724615e-10	4.789785647e-14	4.999999912e-15	4.999999912e-15	1.591059776e-13	4.999999912e-15	4.999999912e-15	1.420925958e-13	4.291090486e-12	4.999999912e-15	8.882232786e-14	1.347806957e-13	5.469943248e-11	4.999999912e-15	2.598320322e-13	2.225556301e-13	1.708553438e-11	4.999999912e-15	3.439530345e-12	9.52712193e-13	4.338524207e-09	2.17246807e-14	1.83001143e-13	4.999999912e-15	4.999999912e-15	1.831604665e-13	1.001326978e-13	4.999999912e-15	4.999999912e-15	1.617503738e-13	2.957822789e-14	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
162.92	1747312346.778	05/15/2025_14:32:26.778	1	3	3.86570282e-05	6.833889984e-06	0.0120000001	1.282951474e-13	1.285060166e-12	4.999999912e-15	7.663599031e-13	1.7735989e-13	6.850944779e-14	4.999999912e-15	4.714716844e-14	1.954086849e-13	4.999999912e-15	4.999999912e-15	1.273552661e-13	1.454040881e-13	5.052493797e-13	4.999999912e-15	1.278188579e-11	8.729800736e-13	5.941320352e-12	5.465934563e-12	7.679245573e-10	4.999999912e-15	4.999999912e-15	4.486915125e-14	9.424651001e-15	4.999999912e-15	1.133626206e-14	1.570967884e-13	4.239825071e-12	4.999999912e-15	2.794718938e-13	1.454677985e-13	5.394719393e-11	4.999999912e-15	3.589313092e-13	7.375044043e-14	1.689996407e-11	8.561837491e-14	3.229282727e-12	7.602108504e-13	4.388175601e-09	1.393028623e-13	4.999999912e-15	4.999999912e-15	8.088713347e-14	1.484308146e-13	4.999999912e-15	4.999999912e-15	5.159166551e-14	4.373810477e-14	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
171.939	1747312355.797	05/15/2025_14:32:35.797	1	3	3.863770689e-05	6.936815225e-06	0.0120000001	1.782639384e-13	1.131059872e-12	4.999999912e-15	8.522032364e-13	5.762519639e-14	4.999999912e-15	4.999999912e-15	2.21800944e-13	1.033764681e-13	4.999999912e-15	7.00665925e-14	1.967747119e-13	4.999999912e-15	5.674364516e-13	1.436159541e-13	1.24423952e-11	7.175459229e-13	5.679345015e-12	5.359771654e-12	7.65359387e-10	4.999999912e-15	4.461028443e-14	1.132690811e-13	4.999999912e-15	4.999999912e-15	1.410352548e-13	4.999999912e-15	4.143140692e-12	5.885180852e-14	2.544895176e-13	4.999999912e-15	5.462837127e-11	1.074705239e-13	2.475598936e-13	4.999999912e-15	1.690167971e-11	1.846678057e-13	3.029578541e-12	7.847710654e-13	4.34293046e-09	3.030604196e-13	4.999999912e-15	4.999999912e-15	2.310882063e-13	4.999999912e-15	4.999999912e-15	4.999999912e-15	8.102652121e-14	4.999999912e-15	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
180.958	1747312364.816	05/15/2025_14:32:44.816	1	3	3.871694935e-05	6.899686468e-06	0.01400000043	4.306905039e-14	9.591461739e-13	5.776669833e-15	9.478676524e-13	4.999999912e-15	4.999999912e-15	1.272217737e-14	6.983165944e-14	4.999999912e-15	4.999999912e-15	1.669575394e-13	4.999999912e-15	4.999999912e-15	5.238716904e-13	6.140460319e-14	1.221378554e-11	7.631896959e-13	5.877743604e-12	5.362674714e-12	7.732974816e-10	4.999999912e-15	7.634705043e-14	4.999999912e-15	4.999999912e-15	8.803382827e-15	9.396574231e-14	4.999999912e-15	4.060053509e-12	7.373450266e-14	1.283747956e-13	4.999999912e-15	5.490834176e-11	1.427596919e-13	2.882753986e-14	4.999999912e-15	1.741082625e-11	4.999999912e-15	2.851324862e-12	7.969136961e-13	4.393976294e-09	4.999999912e-15	4.999999912e-15	4.999999912e-15	2.276512583e-13	4.999999912e-15	4.999999912e-15	4.265488516e-14	4.999999912e-15	4.999999912e-15	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
189.977	1747312373.835	05/15/2025_14:32:53.835	1	3	3.861126243e-05	6.87592501e-06	0.01600000076	4.999999912e-15	1.125492278e-12	1.293186478e-13	7.226993526e-13	4.999999912e-15	4.999999912e-15	7.053653993e-14	4.999999912e-15	4.999999912e-15	4.568556904e-14	5.170716015e-14	4.999999912e-15	4.999999912e-15	6.753551711e-13	4.999999912e-15	1.251740031e-11	8.077662888e-13	5.730473821e-12	4.884186371e-12	7.720394324e-10	7.818298418e-14	4.999999912e-15	4.999999912e-15	4.999999912e-15	1.005966686e-13	4.999999912e-15	4.999999912e-15	4.181094707e-12	8.668967508e-14	4.999999912e-15	4.999999912e-15	5.515154652e-11	4.999999912e-15	1.318814036e-14	3.741784985e-14	1.734647322e-11	4.999999912e-15	3.000498287e-12	9.342193902e-13	4.402655573e-09	4.999999912e-15	4.999999912e-15	7.165166897e-14	1.658125948e-14	4.999999912e-15	2.40524831e-14	7.273489536e-14	4.999999912e-15	4.999999912e-15	6.613982907e-14	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
198.996	1747312382.854	05/15/2025_14:33:02.854	1	3	3.866319821e-05	6.918217878e-06	0.01400000043	4.999999912e-15	1.236869765e-12	1.876646625e-13	6.304262125e-13	4.999999912e-15	1.508820467e-13	8.585534085e-14	4.999999912e-15	1.520529172e-14	1.673856366e-13	4.999999912e-15	4.999999912e-15	1.12856881e-13	6.902279312e-13	4.999999912e-15	1.262227996e-11	9.888695765e-13	5.845705864e-12	5.097580344e-12	7.712673833e-10	1.598507297e-13	4.999999912e-15	4.999999912e-15	9.941185245e-14	8.289235184e-14	4.999999912e-15	4.999999912e-15	4.172582418e-12	4.999999912e-15	4.999999912e-15	4.999999912e-15	5.522161547e-11	4.999999912e-15	1.095274994e-13	1.417063081e-13	1.733622274e-11	4.999999912e-15	3.159379225e-12	1.114382892e-12	4.389150821e-09	4.999999912e-15	4.999999912e-15	1.244539953e-13	4.999999912e-15	4.999999912e-15	1.447489589e-13	4.999999912e-15	4.999999912e-15	1.459995455e-14	1.257284072e-13	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
208.015	1747312391.873	05/15/2025_14:33:11.873	1	3	3.846283289e-05	6.841757568e-06	0.0120000001	6.272482262e-14	1.408930698e-12	6.896943411e-14	5.805171881e-13	1.058317117e-13	2.197320152e-13	4.999999912e-15	4.999999912e-15	1.765135753e-13	7.473612929e-14	4.999999912e-15	4.364053335e-14	1.283728034e-13	5.900911812e-13	4.999999912e-15	1.280985734e-11	1.048304889e-12	5.847840441e-12	5.125887995e-12	7.689229253e-10	4.999999912e-15	4.999999912e-15	1.202803184e-13	2.614370309e-13	4.999999912e-15	4.999999912e-15	1.643589372e-13	4.278533257e-12	4.999999912e-15	5.867858012e-14	1.993095765e-13	5.474626308e-11	4.999999912e-15	2.694498812e-13	2.320459363e-13	1.675142663e-11	4.999999912e-15	3.138877179e-12	9.254200054e-13	4.393104991e-09	3.702954284e-14	1.258877036e-13	4.999999912e-15	4.999999912e-15	9.566830563e-14	1.820254152e-13	3.319038973e-14	4.999999912e-15	2.032124875e-13	4.999999912e-15	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
